"Statistic Label","Quarter","Private or Public Sector","UNIT","VALUE"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q2","All sectors","Euro","3.16"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q3","Private sector","Euro","3.28"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q3","Public sector","Euro","2.87"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q3","All sectors","Euro","3.18"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q4","Private sector","Euro","3.31"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q4","Public sector","Euro","2.82"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q4","All sectors","Euro","3.18"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q1","Private sector","Euro","3.33"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q1","Public sector","Euro","3"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q1","All sectors","Euro","3.24"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q2","Private sector","Euro","3.38"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q2","Public sector","Euro","3.02"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q2","All sectors","Euro","3.3"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q3","Private sector","Euro","3.51"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q3","Public sector","Euro","3.07"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q3","All sectors","Euro","3.41"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q4","Private sector","Euro","3.6"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q4","Public sector","Euro","3.1"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2012Q4","All sectors","Euro","3.48"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q1","Private sector","Euro","3.58"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q1","Public sector","Euro","3.02"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q1","All sectors","Euro","3.44"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q2","Private sector","Euro","3.44"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q2","Public sector","Euro","3"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q2","All sectors","Euro","3.35"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q3","Private sector","Euro","3.44"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q3","Public sector","Euro","2.97"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q3","All sectors","Euro","3.33"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q4","Private sector","Euro","3.83"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q4","Public sector","Euro","3.02"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2013Q4","All sectors","Euro","3.63"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q1","Private sector","Euro","3.52"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q1","Public sector","Euro","2.99"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q1","All sectors","Euro","3.39"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q2","Private sector","Euro","3.49"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q2","Public sector","Euro","3.03"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q2","All sectors","Euro","3.4"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q3","Private sector","Euro","3.47"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q3","Public sector","Euro","3.03"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q3","All sectors","Euro","3.37"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q4","Private sector","Euro","3.56"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q4","Public sector","Euro","2.98"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2014Q4","All sectors","Euro","3.42"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q1","Private sector","Euro","3.57"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q1","Public sector","Euro","3.02"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q1","All sectors","Euro","3.44"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q2","Private sector","Euro","3.6"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q2","Public sector","Euro","3"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q2","All sectors","Euro","3.46"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q3","Private sector","Euro","3.57"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q3","Public sector","Euro","3.03"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q3","All sectors","Euro","3.44"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q4","Private sector","Euro","3.5"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q4","Public sector","Euro","3.01"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2015Q4","All sectors","Euro","3.39"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q1","Private sector","Euro","3.6"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q1","Public sector","Euro","3.13"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q1","All sectors","Euro","3.5"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q2","Private sector","Euro","3.59"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q2","Public sector","Euro","3.09"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q2","All sectors","Euro","3.48"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q3","Private sector","Euro","3.7"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q3","Public sector","Euro","3.09"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q3","All sectors","Euro","3.55"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q4","Private sector","Euro","3.63"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q4","Public sector","Euro","3.12"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2016Q4","All sectors","Euro","3.52"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q1","Private sector","Euro","3.62"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q1","Public sector","Euro","3.13"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q1","All sectors","Euro","3.52"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q2","Private sector","Euro","3.7"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q2","Public sector","Euro","3.16"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q2","All sectors","Euro","3.57"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q3","Private sector","Euro","3.7"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q3","Public sector","Euro","3.22"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q3","All sectors","Euro","3.58"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q4","Private sector","Euro","3.75"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q4","Public sector","Euro","3.25"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2017Q4","All sectors","Euro","3.64"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q1","Private sector","Euro","3.75"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q1","Public sector","Euro","3.29"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q1","All sectors","Euro","3.63"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q2","Private sector","Euro","3.68"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q2","Public sector","Euro","3.29"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q2","All sectors","Euro","3.58"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q3","Private sector","Euro","3.73"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q3","Public sector","Euro","3.29"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q3","All sectors","Euro","3.63"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q4","Private sector","Euro","3.65"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q4","Public sector","Euro","3.33"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2018Q4","All sectors","Euro","3.6"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q1","Private sector","Euro","3.76"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q1","Public sector","Euro","3.41"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q1","All sectors","Euro","3.67"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q2","Private sector","Euro","3.87"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q2","Public sector","Euro","3.41"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q2","All sectors","Euro","3.76"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q3","Private sector","Euro","4.05"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q3","Public sector","Euro","3.44"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q3","All sectors","Euro","3.91"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q4","Private sector","Euro","3.99"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q4","Public sector","Euro","3.49"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2019Q4","All sectors","Euro","3.9"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q1","Private sector","Euro","3.89"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q1","Public sector","Euro","3.65"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q1","All sectors","Euro","3.83"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q2","Private sector","Euro","1.81"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q2","Public sector","Euro","3.49"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q2","All sectors","Euro","2.23"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q3","Private sector","Euro","2.63"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q3","Public sector","Euro","3.56"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q3","All sectors","Euro","2.86"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q4","Private sector","Euro","2.16"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q4","Public sector","Euro","3.34"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2020Q4","All sectors","Euro","2.45"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q1","Private sector","Euro","2.35"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q1","Public sector","Euro","3.5"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q1","All sectors","Euro","2.65"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q2","Private sector","Euro","3.81"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q2","Public sector","Euro","3.64"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q2","All sectors","Euro","3.76"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q3","Private sector","Euro","3.71"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q3","Public sector","Euro","3.71"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q3","All sectors","Euro","3.71"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q4","Private sector","Euro","4.28"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q4","Public sector","Euro","3.65"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2021Q4","All sectors","Euro","4.14"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q1","Private sector","Euro","4.32"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q1","Public sector","Euro","3.78"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q1","All sectors","Euro","4.18"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q2","Private sector","Euro","4.44"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q2","Public sector","Euro","3.78"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q2","All sectors","Euro","4.3"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q3","Private sector","Euro","4.49"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q3","Public sector","Euro","3.79"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q3","All sectors","Euro","4.32"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q4","Private sector","Euro","4.64"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q4","Public sector","Euro","4.21"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2022Q4","All sectors","Euro","4.55"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q1","Private sector","Euro","4.7"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q1","Public sector","Euro","3.98"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q1","All sectors","Euro","4.54"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q2","Private sector","Euro","4.85"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q2","Public sector","Euro","4.06"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q2","All sectors","Euro","4.66"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q3","Private sector","Euro","5.08"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q3","Public sector","Euro","4.13"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q3","All sectors","Euro","4.87"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q4","Private sector","Euro","5.22"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q4","Public sector","Euro","4.17"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2023Q4","All sectors","Euro","4.97"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q1","Private sector","Euro","5.24"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q1","Public sector","Euro","4.27"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q1","All sectors","Euro","5.02"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q2","Private sector","Euro","5.58"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q2","Public sector","Euro","4.4"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q2","All sectors","Euro","5.31"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q3","Private sector","Euro","5.56"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q3","Public sector","Euro","4.36"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q3","All sectors","Euro","5.28"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q4","Private sector","Euro","5.6"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q4","Public sector","Euro","4.51"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2024Q4","All sectors","Euro","5.32"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q1","Private sector","Euro","5.72"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q1","Public sector","Euro","4.46"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q1","All sectors","Euro","5.44"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q2","Private sector","Euro","5.64"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q2","Public sector","Euro","4.52"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q2","All sectors","Euro","5.38"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q3","Private sector","Euro","5.69"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q3","Public sector","Euro","4.64"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q3","All sectors","Euro","5.45"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q4","Private sector","Euro","5.79"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q4","Public sector","Euro","4.71"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2025Q4","All sectors","Euro","5.51"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2026Q1","Private sector","Euro","5.95"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2026Q1","Public sector","Euro","4.83"
